filename,Nx,Nz,Fmin,Fmax,Dx,Dz,Ntw,Nsg,LEN,SHF,SVF,SGM-Data,TELE-Data,TRIL-Data,LEVEL-Data,GPS-Data,INSAR-Data,SURF-Data,OTHER-Data,SGM-PHImx,TELE-PHImx,TRIL-PHImx,LEVEL-PHImx,GPS-PHImx,INSAR-PHImx,SURF-PHImx,OTHER-PHImx,SGM-Rmin,TELE-Rmin,TRIL-Rmin,LEVEL-Rmin,GPS-Rmin,INSAR-Rmin,SURF-Rmin,OTHER-Rmin,BBR-Data,HR-GPS-Data,Hr-GPS-Data,InSAR-Data,Other-Data,SAT-Data,SPOT-Data,hr-GPS-Data,inSAR-Data,level-Data,tril-Data
s2010NORTHE01HAYE.fsp,20.0,18.0,999.0,999.0,12.0,12.0,999.0,1.0,999.0,999.0,999,0.0,131.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2010NORTHE02HAYE.fsp,15.0,15.0,999.0,999.0,6.0,6.0,999.0,1.0,999.0,999.0,999,0.0,129.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2010NORTHE03HAYE.fsp,20.0,18.0,0.0,1.0,12.0,12.0,8.0,1.0,2.4,1.2,asymetriccosine,0.0,66.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2010NORTHE04HAYE.fsp,19.0,15.0,0.0,1.0,5.0,4.2,5.0,1.0,1.6,0.8,asymetriccosine,0.0,69.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.37,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2010SUMATR01HAYE.fsp,25.0,14.0,999.0,999.0,15.0,14.0,999.0,1.0,999.0,999.0,999,0.0,95.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2010SUMATR02HAYE.fsp,15.0,14.0,0.0,1.0,15.0,10.0,5.0,1.0,3.8,1.9,asymetriccosine,0.0,47.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.45,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2010VANUAT01HAYE.fsp,18.0,12.0,999.0,999.0,5.0,3.5,999.0,1.0,999.0,999.0,999,0.0,67.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2010VANUAT02HAYE.fsp,16.0,15.0,0.0,1.0,5.0,5.0,5.0,1.0,1.6,0.8,asymetriccosine,0.0,44.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2010VANUAT03HAYE.fsp,23.0,12.0,0.0,1.0,5.0,3.8,5.0,1.0,1.6,0.8,asymetriccosine,0.0,69.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.67,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2011HONSHU01SHAO.fsp,20.0,10.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,Asymetriccosine,0.0,78.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011HONSHU02SHAO.fsp,20.0,10.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,Asymetriccosine,0.0,75.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011HONSHU03SHAO.fsp,19.0,10.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,Asymetriccosine,0.0,103.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011HONSHU04SHAO.fsp,19.0,10.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,Asymetriccosine,0.0,107.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011IBARAK01KUBO.fsp,12.0,12.0,0.02,0.2,10.0,10.0,7.0,1.0,4.0,2.0,smoothed,17.0,0.0,0.0,0.0,83.0,0.0,0.0,NaN,999.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2011KERMAD01HAYE.fsp,27.0,12.0,999.0,999.0,8.0,6.0,999.0,1.0,999.0,999.0,999,0.0,56.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011KERMAD02HAYE.fsp,15.0,15.0,999.0,999.0,6.0,6.0,999.0,1.0,999.0,999.0,999,0.0,55.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011KERMAD03HAYE.fsp,10.0,14.0,0.0,1.0,6.0,4.7,5.0,1.0,1.6,0.8,asymetriccosine,0.0,55.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.34,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2011KERMAD04HAYE.fsp,27.0,12.0,0.0,1.0,8.0,6.0,5.0,1.0,2.0,1.0,asymetriccosine,0.0,27.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.18,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2011LORCAx01LOPE.fsp,13.0,13.0,0.0,15.0,0.25,0.25,999.0,1.0,999.0,999.0,EGF,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2011LORCAx02LOPE.fsp,17.0,17.0,0.0,15.0,0.3,0.3,999.0,1.0,999.0,999.0,EGF,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2011OFFSHO01HAYE.fsp,14.0,14.0,999.0,999.0,9.0,9.0,999.0,1.0,999.0,999.0,999,0.0,107.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011PAKIST01HAYE.fsp,12.0,15.0,999.0,999.0,5.0,4.0,999.0,1.0,999.0,999.0,999,0.0,33.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011PAKIST02HAYE.fsp,12.0,15.0,999.0,999.0,5.0,4.0,999.0,1.0,999.0,999.0,999,0.0,33.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011SIKKIM01SUNI.fsp,9.0,9.0,999.0,999.0,5.0,5.0,8.0,1.0,1.5,999.0,Traingles,0.0,64.0,NaN,NaN,0.0,NaN,NaN,NaN,0.0,-999.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,-999.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,0.0,0.0,NaN
s2011TOHOKU01AMMO.fsp,40.0,14.0,999.0,999.0,15.0,15.0,999.0,1.0,40.0,4.0,half-cosine,0.0,999.0,NaN,NaN,999.0,NaN,NaN,0.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,999.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011TOHOKU01HAYE.fsp,25.0,13.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,999,0.0,116.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011TOHOKU01IDEx.fsp,89.0,49.0,999.0,999.0,5.0,4.9,15.0,1.0,160.0,5.0,not-applicable,0.0,50.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,0.0,NaN,0.0,NaN
s2011TOHOKU01LAYx.fsp,19.0,10.0,999.0,999.0,20.0,20.0,999.0,1.0,32.0,4.0,symm-triangles,0.0,999.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011TOHOKU01WEIx.fsp,21.0,12.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,999,0.0,38.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011TOHOKU01YAGI.fsp,25.0,10.0,0.0,0.38,20.0,20.0,84.0,1.0,102.0,1.2,multiwin,0.0,51.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,999.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,999.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2011TOHOKU01YAMA.fsp,17.0,10.0,999.0,999.0,20.0,20.0,999.0,1.0,999.0,999.0,999,0.0,999.0,NaN,NaN,0.0,NaN,NaN,11.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,999.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011TOHOKU02WEIx.fsp,25.0,14.0,999.0,999.0,25.0,20.0,6.0,1.0,30.0,999.0,halfcosine,0.0,58.0,NaN,0.0,999.0,0.0,NaN,0.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,999.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2011TOHOKU03WEIx.fsp,21.0,13.0,999.0,999.0,25.0,20.0,8.0,1.0,23.0,999.0,halfcosine,14.0,0.0,NaN,0.0,300.0,0.0,NaN,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,NaN,999.0,0.0,999.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2011VANTUR01ALTI.fsp,27.0,16.0,0.0,0.0,2.96,3.17,999.0,1.0,0.0,0.0,na,0.0,0.0,NaN,0.0,14.0,NaN,NaN,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,999.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN
s2011VANTUR01HAYE.fsp,15.0,16.0,999.0,999.0,5.0,3.17,999.0,1.0,999.0,999.0,999,0.0,150.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011VANTUR01KONC.fsp,38.0,16.0,0.02,0.33,2.5,2.5,999.0,1.0,999.0,999.0,999,2.0,29.0,NaN,NaN,15.0,NaN,NaN,0.0,999.0,30.0,999.0,999.0,0.0,0.0,0.0,NaN,100.0,999.0,999.0,999.0,0.0,0.0,0.0,NaN,NaN,NaN,1.0,0.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN
s2011VANTUR01SHAO.fsp,9.0,9.0,999.0,999.0,5.0,5.0,999.0,1.0,999.0,999.0,999,0.0,99.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011VANTUR01UTKU.fsp,70.0,35.0,0.01,1.0,1.0,1.0,8.0,1.0,1.0,1.0,iso-traingle,0.0,999.0,NaN,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,999.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN
s2011VANUAT01HAYE.fsp,17.0,15.0,999.0,999.0,6.0,6.0,999.0,1.0,999.0,999.0,999,0.0,65.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2011VANUAT02HAYE.fsp,14.0,13.0,0.0,1.0,5.0,5.0,5.0,1.0,1.6,0.8,asymetriccosine,0.0,68.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2012BRAWLE01WEIx.fsp,17.0,14.0,999.0,999.0,0.75,0.75,12.0,1.0,1.04,999.0,half,6.0,0.0,NaN,0.0,4.0,0.0,NaN,0.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,999.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2012BRAWLE02WEIx.fsp,16.0,13.0,999.0,999.0,0.75,0.75,12.0,1.0,0.6,999.0,half,8.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2012COSTAR01HAYE.fsp,15.0,15.0,999.0,999.0,10.0,8.0,999.0,1.0,999.0,999.0,999,0.0,33.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2012COSTAR01LIUx.fsp,21.0,16.0,0.0,1.0,8.0,7.0,1.0,1.0,999.0,999.0,unknown,6.0,50.0,NaN,NaN,39.0,NaN,NaN,0.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,NaN,999.0,999.0,999.0,999.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,8.0,NaN,0.0,NaN
s2012EASTOF01HAYE.fsp,16.0,15.0,999.0,999.0,8.0,6.0,999.0,1.0,999.0,999.0,999,0.0,67.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2012MASSET01HAYE.fsp,18.0,10.0,0.0,1.0,14.0,8.2,5.0,1.0,3.0,1.5,asymetriccosine,0.0,138.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.83,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2012MASSET01LAYx.fsp,16.0,6.0,999.0,999.0,9.0,9.0,8.0,1.0,2.0,2.0,symm.traingles,0.0,83.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,0.0,NaN,0.0,NaN
s2012MASSET01SHAO.fsp,12.0,6.0,999.0,999.0,12.0,10.0,999.0,1.0,999.0,999.0,999,0.0,113.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2012MASSET01WEIx.fsp,21.0,9.0,999.0,999.0,10.0,10.0,6.0,1.0,11.0,999.0,halfcosine,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2012NICOYA01LOPE.fsp,15.0,15.0,0.0,15.0,10.0,8.0,999.0,1.0,999.0,999.0,triang,0.0,50.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2012OAXACA01HAYE.fsp,21.0,18.0,999.0,999.0,6.0,6.0,999.0,1.0,999.0,999.0,999,0.0,73.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2012OAXACA01WEIx.fsp,15.0,20.0,999.0,999.0,5.0,5.0,999.0,1.0,999.0,999.0,999,0.0,46.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2012OAXACA02HAYE.fsp,17.0,27.0,0.0,1.0,5.0,3.1,5.0,1.0,1.6,0.8,asymetriccosine,0.0,79.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.21,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2012OFFSHO01HAYE.fsp,21.0,16.0,999.0,999.0,10.0,8.0,999.0,1.0,999.0,999.0,999,0.0,10.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2012OFFSHO02HAYE.fsp,19.0,14.0,0.0,1.0,8.0,7.0,8.0,1.0,2.0,1.0,asymetriccosine,0.0,40.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s2012SUMATR01HAYE.fsp,25.0,8.0,999.0,999.0,15.0,5.0,999.0,1.0,999.0,999.0,999,0.0,107.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2012SUMATR01SHAO.fsp,19.0,8.0,999.0,999.0,20.0,5.0,999.0,1.0,999.0,999.0,999,0.0,90.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
s2012SUMATR01WEIx.fsp,32.0,12.0,999.0,999.0,12.0,5.0,8.0,1.0,16.0,999.0,halfcosine,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN
s2012SUMATR02HAYE.fsp,17.0,8.0,999.0,999.0,15.0,6.0,999.0,1.0,999.0,999.0,999,0.0,107.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,999.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0
